,Title,Rating,RTCritic,RTFan,IMDb,Metacritic,BoxOffice,Year,Action,Animation,Family,Scifi,Comedy,Drama,Romance,Horror,Mystery,title,budget,popularity,production_companies,release_date,revenue,runtime,status,tagline,vote_average,vote_count,allFans,allCritics,aggregate_rating,profit_pct,profit_margin
117,Edge of Darkness,R,56,49,66.0,55,47.64527900000001,2010,0,0,0,0,0,1,0,0,1,Edge of Darkness,88.0,9.554067,"[{'name': 'Icon Productions', 'id': 152}, {'name': 'BBC Films', 'id': 288}, {'name': 'GK Films', 'id': 3281}, {'name': 'Warner Bros.', 'id': 6194}]",2010-01-29,74901339.0,117.0,Released,Some secrets take us to the edge.,6.2,496.0,57.5,55.5,56.5,0.5414236250000001,-0.8469825730268047
118,Little Fockers,PG13,9,34,55.0,27,163.28246,2010,0,0,0,0,1,0,0,0,0,Little Fockers,110.00000000000001,9.73941,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Everyman Pictures', 'id': 2242}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Dreamworks Pictures', 'id': 7852}, {'name': 'Tribeca Productions', 'id': 11391}]",2010-12-21,310650585.0,98.0,Released,"Kids bring everyone closer, right?",5.5,1092.0,44.5,18.0,31.25,1.4843859999999998,0.326320781791259
119,The Chronicles of Narnia: The Voyage of the Dawn Treader,PG,50,58,63.0,53,114.82564500000001,2010,1,0,1,1,0,0,0,0,0,The Chronicles of Narnia: The Voyage of the Dawn Treader,170.5,12.383398,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Walden Media', 'id': 10221}]",2010-08-13,415686217.0,113.0,Released,Return to magic. Return to hope. Return to Narnia.,6.2,1555.0,60.5,51.5,56.0,0.6734641935483872,-0.48485993699403984
120,TRON: Legacy,PG,51,63,68.0,49,189.2690393,2010,1,0,0,1,0,0,0,0,0,TRON: Legacy,187.00000000000003,21.259,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'LivePlanet', 'id': 7161}, {'name': 'Prana Studios', 'id': 18713}, {'name': 'Sean Bailey Productions', 'id': 23791}, {'name': 'Revolution Sun Studios', 'id': 76043}, {'name': 'Kontsept Film Company', 'id': 76067}]",2010-12-10,400062763.0,125.0,Released,The Game Has Changed.,6.3,2895.0,65.5,50.0,57.75,1.0121338999999998,0.011988433546193703
121,The Conspirator,PG13,55,61,69.0,55,12.692024400000001,2010,0,0,0,0,0,1,0,0,0,The Conspirator,27.500000000000004,5.481452,"[{'name': 'Wildwood Enterprises', 'id': 316}, {'name': 'American Film Company', 'id': 7486}]",2010-09-10,15478800.0,122.0,Released,One bullet killed the President. But not one man.,6.2,138.0,65.0,55.0,60.0,0.46152815999999997,-1.166715027746086
122,Freakonomics,PG13,66,51,64.0,58,0.11139700000000001,2010,0,0,0,0,0,0,0,0,0,Freakonomics,3.3000000000000003,2.444847,"[{'name': 'Chad Troutwine Films', 'id': 7367}, {'name': 'Green Film Company', 'id': 7368}, {'name': 'Human Worldwide', 'id': 7369}, {'name': 'Loki Films', 'id': 7370}]",2010-10-01,103735.0,93.0,Released,Things you always thought you knew but didn't,6.7,36.0,57.5,62.0,59.75,0.033756666666666664,-28.623778019156706
123,Why Did I Get Married Too?,PG13,27,67,45.0,43,66.1054372,2010,0,0,0,0,1,1,0,0,0,Why Did I Get Married Too?,22.0,2.576815,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'The Tyler Perry Company', 'id': 6567}]",2010-04-02,60072596.0,121.0,Released,Marriage is an institution they're committed to.,6.1,29.0,56.0,35.0,45.5,3.0047926,0.6671983284303882
124,Devil,PG13,52,43,62.0,44,37.0476205,2010,0,0,0,0,0,0,0,1,1,Devil,11.0,7.094276,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Night Chronicles', 'id': 6006}, {'name': 'Relativity Media', 'id': 7295}]",2010-01-13,33583175.0,80.0,Released,Bad Things Happen For A Reason,5.8,836.0,52.5,48.0,50.25,3.3679655,0.7030848445448743
125,Unstoppable,PG13,86,72,68.0,69,89.7192362,2010,1,0,0,0,0,1,0,0,1,Unstoppable,110.00000000000001,12.697059,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Firm Films', 'id': 1838}, {'name': 'Prospect Park', 'id': 19776}, {'name': 'Millbrook Farm Productions', 'id': 19777}]",2010-11-04,167805466.0,98.0,Released,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",6.3,1193.0,70.0,77.5,73.75,0.8156294199999998,-0.22604699570547634
126,Shrek Forever After,PG,58,54,63.0,58,262.6104657,2010,1,1,1,1,1,0,0,0,0,Shrek Forever After,181.5,11.803808,"[{'name': 'DreamWorks Animation', 'id': 521}]",2010-05-16,752600867.0,93.0,Released,It ain't Ogre... Til it's Ogre,6.0,2021.0,58.5,58.0,58.25,1.4468896181818183,0.3088622743339509
127,Paul,R,71,62,70.0,57,39.6577217,2011,0,0,0,1,1,0,0,0,0,Paul,42.4,10.24382,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Big Talk Productions', 'id': 443}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Working Title Films', 'id': 10163}]",2011-02-14,97552050.0,104.0,Released,Who's up for a close encounter?,6.5,1825.0,66.0,64.0,65.0,0.9353236250000001,-0.06914865964173618
128,5 Days of War,R,32,36,56.0,31,0.01852774,2011,1,0,0,0,0,1,0,0,0,5 Days of War,21.2,3.174512,"[{'name': 'Midnight Sun Pictures', 'id': 17887}, {'name': 'Dispictures', 'id': 24262}, {'name': 'Georgia International Films', 'id': 24264}, {'name': 'Rex Media', 'id': 24266}]",2011-04-14,17479.0,113.0,Released,Their only weapon is the truth.,5.8,63.0,46.0,31.5,38.75,0.0008739500000000001,-1143.230219120087
129,Mission: Impossible - Ghost Protocol,PG13,93,76,74.0,73,221.96177718,2011,1,0,0,0,0,0,0,0,1,Mission: Impossible - Ghost Protocol,153.7,14.25843,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Skydance Productions', 'id': 6277}, {'name': 'Bad Robot', 'id': 11461}, {'name': 'TC Productions', 'id': 21777}, {'name': 'Revolution Sun Studios', 'id': 76043}, {'name': 'Kontsept Film Company', 'id': 76067}]",2011-12-07,694713380.0,133.0,Released,No Plan. No Backup. No Choice.,6.8,4026.0,75.0,83.0,79.0,1.4441234689655174,0.3075384331809666
130,Drive Angry,R,46,37,54.0,44,11.36429498,2011,1,0,0,0,0,0,0,0,1,Drive Angry,53.0,7.668829,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Saturn Films', 'id': 831}, {'name': 'Nu Image Films', 'id': 925}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Michael De Luca Productions', 'id': 11370}]",2011-02-24,28931401.0,105.0,Released,One hell of a ride.,5.3,608.0,45.5,45.0,45.25,0.21442066,-3.6637296984348433
131,A Very Harold & Kumar Christmas,R,68,59,63.0,61,37.16469286,2011,0,0,0,0,1,0,0,0,0,A Very Harold & Kumar Christmas,20.14,10.724679,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Mandate Pictures', 'id': 771}]",2011-11-04,35387212.0,108.0,Released,Christmas comes prematurely.,6.0,335.0,61.0,64.5,62.75,1.8453174210526317,0.4580878126487496
132,In Time,PG13,35,51,67.0,53,39.807167920000005,2011,0,0,0,1,0,0,0,0,1,In Time,42.4,10.324613,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Strike Entertainment', 'id': 655}, {'name': 'New Regency Pictures', 'id': 10104}]",2011-10-27,173930596.0,109.0,Released,Time Is Power,6.7,3512.0,59.0,44.0,51.5,0.9388483000000002,-0.06513480399336063
133,Soul Surfer,PG,46,76,71.0,53,46.484629440000006,2011,1,0,0,0,0,1,0,0,0,Soul Surfer,19.08,11.009053,"[{'name': 'Mandalay Pictures', 'id': 551}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Brookwell-McNamara Entertainment', 'id': 3235}, {'name': 'FilmDistrict', 'id': 7263}, {'name': 'Affirm Films', 'id': 10156}]",2011-04-08,47088990.0,106.0,Released,"When you come back from a loss, beat the odds, and never say never, you find a champion.",6.9,355.0,73.5,49.5,61.5,2.436301333333334,0.5895417425102314
134,Apollo 18,PG13,24,23,52.0,24,18.74814474,2011,0,0,0,1,0,0,0,1,0,Apollo 18,5.3,10.711742,"[{'name': 'Bazelevs Production', 'id': 1038}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Bekmambetov Projects Ltd.', 'id': 24923}]",2011-07-20,25562924.0,86.0,Released,There's a reason we've never gone back to the moon.,5.0,359.0,37.5,24.0,30.75,3.5373858000000005,0.7173053614903978
135,The Sitter,R,22,39,57.0,39,32.37513056,2011,0,0,0,0,1,0,0,0,0,The Sitter,26.5,13.105682,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Michael De Luca Productions', 'id': 11370}, {'name': 'Rough House Pictures', 'id': 20848}]",2011-12-09,34942188.0,81.0,Released,Worst. Babysitter. Ever.,5.4,330.0,48.0,30.5,39.25,1.2217030400000002,0.18147048238498292
136,Sanctum,R,30,37,59.0,42,24.601868600000003,2011,1,0,0,0,0,1,0,0,1,Sanctum,31.8,7.000775,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Wayfare Entertainment', 'id': 5703}, {'name': 'Sanctum Australia', 'id': 6490}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Great Wight Productions/ Osford Films', 'id': 19960}, {'name': 'Start Motion Pictures', 'id': 19961}]",2011-02-03,108609310.0,108.0,Released,The only way out is down.,5.8,347.0,48.0,36.0,42.0,0.7736436666666667,-0.2925847429329005
137,The Hangover Part II,R,33,52,65.0,44,269.7321633,2011,0,0,0,0,1,0,0,0,0,The Hangover Part II,84.8,21.893532,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Living Films', 'id': 2877}, {'name': 'Green Hat Films', 'id': 3527}, {'name': 'Warner Bros.', 'id': 6194}]",2011-05-25,254455986.0,102.0,Released,The Wolfpack Is Back,6.2,3836.0,58.5,38.5,48.5,3.1808038125,0.6856140589148643
138,We Need to Talk About Kevin,R,76,78,75.0,68,1.84301352,2011,0,0,0,0,0,1,0,0,1,We Need to Talk About Kevin,7.42,5.325574,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Oscilloscope Laboratories', 'id': 4748}]",2011-09-28,6038942.0,112.0,Released,,7.4,687.0,76.5,72.0,74.25,0.24838457142857143,-3.0260149583710056
139,The Adjustment Bureau,PG13,71,67,71.0,60,66.2453837,2011,0,0,0,1,0,0,1,0,0,The Adjustment Bureau,53.212,9.420301,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Media Rights Capital', 'id': 2531}, {'name': 'Gambit Pictures', 'id': 6933}, {'name': 'Electric Shepherd Productions', 'id': 11834}]",2011-03-03,127869379.0,106.0,Released,Fight for your fate.,6.5,1677.0,69.0,65.5,67.25,1.2449331673306774,0.19674402912394937
140,Water for Elephants,PG13,60,70,69.0,52,62.232300020000004,2011,0,0,0,0,0,1,0,0,0,Water for Elephants,40.28,7.649466,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Flashpoint Entertainment', 'id': 7717}, {'name': 'Big Screen Productions', 'id': 10893}]",2011-03-15,114156230.0,120.0,Released,Life is the most spectacular show on earth.,6.7,879.0,69.5,56.0,62.75,1.544992552631579,0.3527476891091129
141,The Guilt Trip,PG13,38,39,58.0,50,38.6195836,2012,0,0,0,0,1,0,0,0,0,The Guilt Trip,41.6,7.479014,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Skydance Productions', 'id': 6277}]",2012-12-19,41863726.0,95.0,Released,Get ready for one mother of a road trip,5.4,287.0,48.5,44.0,46.25,0.928355375,-0.07717370624368936
142,The Master,R,85,61,71.0,86,16.89704536,2012,0,0,0,0,0,1,0,0,0,The Master,33.28,8.074218,"[{'name': 'Ghoulardi Film Company', 'id': 178}, {'name': 'The Weinstein Company', 'id': 308}, {'name': 'Annapurna Pictures', 'id': 13184}]",2012-09-07,28258060.0,137.0,Released,Every Man Needs a Guide,7.0,720.0,66.0,85.5,75.75,0.50772371875,-0.9695751115625816
143,Pitch Perfect,PG13,80,83,64.0,66,67.60113672,2012,0,0,0,0,1,0,0,0,0,Pitch Perfect,17.68,11.03595,"[{'name': 'Brownstone Productions', 'id': 12365}]",2012-09-28,115350426.0,112.0,Released,Get pitch slapped.,7.3,2310.0,73.5,73.0,73.25,3.823593705882353,0.7384659362574103
144,One for the Money,PG13,2,42,53.0,22,27.47110808,2012,0,0,0,0,1,1,0,0,1,One for the Money,41.6,6.322435,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Sidney Kimmel Entertainment', 'id': 737}]",2012-01-26,36893721.0,91.0,Released,She's looking for a few not-so-good men,5.3,392.0,47.5,12.0,29.75,0.660363175,-0.5143182385965117
145,The Cold Light of Day,PG13,5,29,49.0,22,3.9141263200000003,2012,1,0,0,0,0,0,0,0,1,The Cold Light of Day,20.8,11.112153,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Intrepid Pictures', 'id': 1224}, {'name': 'Film Rites', 'id': 8083}, {'name': 'Galavis Film', 'id': 8084}, {'name': 'Picture Machine', 'id': 8085}, {'name': 'Fria Luz Del Dia, A.I.E.', 'id': 23625}]",2012-04-04,16863583.0,93.0,Released,Be careful who you trust.,4.8,277.0,39.0,13.5,26.25,0.18817915000000002,-4.314085008886479
146,This Is 40,R,51,50,62.0,59,70.2462852,2012,0,0,0,0,1,0,0,0,0,This Is 40,36.4,11.418802,"[{'name': 'Apatow Productions', 'id': 10105}]",2012-12-20,88058786.0,134.0,Released,The sort-of sequel to 'Knocked Up',5.6,909.0,56.0,55.0,55.5,1.9298430000000002,0.48182313276261335
147,The Perks of Being a Wallflower,PG13,86,89,80.0,67,18.45266592,2012,0,0,0,0,0,1,0,0,0,The Perks of Being a Wallflower,13.52,12.775679,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Mr. Mudd Production', 'id': 2130}]",2012-09-20,33400000.0,102.0,Released,We are infinite.,7.7,3056.0,84.5,76.5,80.5,1.364842153846154,0.2673145409657967
148,Rise of the Guardians,PG,74,80,73.0,57,107.54926832000001,2012,1,1,1,0,0,0,0,0,0,Rise of the Guardians,150.8,10.943775,"[{'name': 'DreamWorks Animation', 'id': 521}]",2012-11-21,306941670.0,97.0,Released,You better believe.,7.1,1981.0,76.5,65.5,71.0,0.7131914344827587,-0.4021480792534321
149,End of Watch,R,85,86,77.0,68,42.64350584,2012,0,0,0,0,0,1,0,0,0,End of Watch,7.28,7.45279,"[{'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Hedge Fund Film Partners', 'id': 11449}, {'name': 'Crave Films', 'id': 16312}, {'name': 'Knightsbridge Entertainment', 'id': 46961}, {'name': 'Le Grisbi Productions', 'id': 47169}, {'name': '5150 Action', 'id': 47354}]",2012-09-20,48126384.0,109.0,Released,Every moment of your life they stand watch,7.2,1186.0,81.5,76.5,79.0,5.8576244285714285,0.829282329006559
150,Moonrise Kingdom,PG13,93,86,78.0,84,47.33296464,2012,0,0,0,0,1,0,0,0,0,Moonrise Kingdom,16.64,8.692433,"[{'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Indian Paintbrush', 'id': 9350}, {'name': 'Focus Features', 'id': 10146}, {'name': 'American Empirical Pictures', 'id': 23449}, {'name': 'Moonrise', 'id': 25626}]",2012-05-16,68263166.0,94.0,Released,A tormenting and surprising story of children and adults during the stormy days of the summer of 1965.,7.6,1701.0,82.0,88.5,85.25,2.8445291249999998,0.6484479658825781
151,House at the End of the Street,PG13,11,41,56.0,31,32.87639264,2012,0,0,0,0,0,0,0,1,1,House at the End of the Street,7.176,8.513457,"[{'name': 'A Bigger Boat', 'id': 5855}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'FilmNation Entertainment', 'id': 7493}]",2012-09-21,44287131.0,101.0,Released,Fear reaches out... for the girl next door.,5.6,566.0,48.5,21.0,34.75,4.581437101449275,0.7817278775509842
152,John Carter,PG13,51,59,66.0,51,75.98102616,2012,1,0,1,1,0,0,0,1,0,John Carter,270.4,14.670353,"[{'name': 'Walt Disney Pictures', 'id': 2}]",2012-03-07,284139100.0,132.0,Released,"Lost in our world, found in another.",6.1,2170.0,62.5,51.0,56.75,0.28099491923076925,-2.5587832076733825
153,Safe House,R,53,63,68.0,52,131.2288952,2012,1,0,0,0,0,0,0,0,1,Safe House,88.4,8.338675,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Bluegrass Films', 'id': 13778}]",2012-02-09,208076205.0,115.0,Released,No one is safe,6.3,1361.0,65.5,52.5,59.0,1.4844897647058823,0.3263678714564077
154,Delivery Man,PG13,39,47,64.0,44,31.579611510000003,2013,0,0,0,0,1,0,0,0,0,Delivery Man,26.78,13.548808,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Touchstone Pictures', 'id': 9195}]",2013-10-10,51164106.0,105.0,Released,You're never quite ready for what life delivers.,6.2,561.0,55.5,41.5,48.5,1.1792237307692308,0.15198450140781994
155,Rush,R,89,88,81.0,75,27.756052720000003,2013,1,0,0,0,0,1,0,0,0,Rush,39.14,10.63552,"[{'name': 'Revolution Films', 'id': 163}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Double Negative', 'id': 31922}]",2013-09-02,90247624.0,123.0,Released,Everyone's driven by something.,7.7,2310.0,84.5,82.0,83.25,0.7091480000000001,-0.41014287567616337
156,American Hustle,R,93,74,73.0,90,154.62134121,2013,0,0,0,0,0,1,0,0,0,American Hustle,41.2,16.478036,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Annapurna Pictures', 'id': 13184}]",2013-12-12,251171807.0,138.0,Released,Everyone Hustles To Survive,6.8,2868.0,73.5,91.5,82.5,3.752945175,0.7335426036432839
157,Dallas Buyers Club,R,93,91,80.0,84,28.11723355,2013,0,0,0,0,0,1,0,0,0,Dallas Buyers Club,5.15,14.785719,"[{'name': 'Universal Studios', 'id': 13}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Voltage Pictures', 'id': 10255}, {'name': 'Truth Entertainment', 'id': 19631}]",2013-09-07,55198285.0,117.0,Released,Sometimes it takes a hustler to change the world,7.9,2973.0,85.5,88.5,87.0,5.459657,0.8168383105385558
158,Warm Bodies,PG13,81,73,69.0,59,68.37208186,2013,0,0,0,0,1,0,0,0,0,Warm Bodies,36.05,10.430238,"[{'name': 'Summit Entertainment', 'id': 491}]",2013-01-31,116980662.0,97.0,Released,Cold body. Warm heart.,6.4,2698.0,71.0,70.0,70.5,1.896590342857143,0.47273800915091807
159,Iron Man 3,PG13,79,78,72.0,62,421.26204016,2013,1,0,0,1,0,0,0,0,0,Iron Man 3,206.0,23.721243,"[{'name': 'Marvel Studios', 'id': 420}]",2013-04-18,1215439994.0,130.0,Released,Unleash the power behind the armor.,6.8,8951.0,75.0,70.5,72.75,2.0449613600000003,0.5109932052701476
160,Out of the Furnace,R,54,52,68.0,63,11.670774470000001,2013,0,0,0,0,0,1,0,0,0,Out of the Furnace,22.66,6.760321,"[{'name': 'Appian Way', 'id': 562}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Energy Entertainment', 'id': 18617}, {'name': 'Red Granite Pictures', 'id': 19177}]",2013-12-06,15400000.0,116.0,Released,Sometimes your battles choose you.,6.5,731.0,60.0,58.5,59.25,0.515038590909091,-0.9416020811856197
161,Ender's Game,PG13,61,65,67.0,51,63.589306730000004,2013,1,0,0,1,0,0,0,0,0,Ender's Game,113.3,12.500305,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Chartoff Productions', 'id': 3200}, {'name': 'Odd Lot Entertainment', 'id': 3263}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'Digital Domain', 'id': 31825}, {'name': 'Taleswapper', 'id': 31826}]",2013-10-23,125537191.0,114.0,Released,This is not a game.,6.6,2354.0,66.0,56.0,61.0,0.5612471909090909,-0.7817461115132367
162,Oblivion,PG13,52,61,70.0,54,91.78045205,2013,1,0,0,1,0,0,0,0,0,Oblivion,123.6,14.654053,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Chernin Entertainment', 'id': 7076}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Monolith Pictures (III)', 'id': 19647}, {'name': 'Radical Studios', 'id': 19648}]",2013-04-10,286168572.0,124.0,Released,Earth is a memory worth fighting for,6.4,4862.0,65.5,53.0,59.25,0.7425602916666667,-0.34669199420226654
163,Man of Steel,PG13,55,75,71.0,55,299.77688354000003,2013,1,0,0,1,0,0,0,0,0,Man of Steel,231.75,18.538834,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Syncopy', 'id': 9996}, {'name': 'Cruel and Unusual Films', 'id': 78685}]",2013-06-12,662845518.0,143.0,Released,You will believe that a man can fly.,6.5,6462.0,73.0,55.0,64.0,1.2935356355555556,0.22692504751095333
164,The Spectacular Now,R,92,76,71.0,82,7.05856013,2013,0,0,0,0,1,1,1,0,0,The Spectacular Now,2.575,8.098964,"[{'name': '21 Laps Entertainment', 'id': 2575}, {'name': 'Andrew Lauren Productions (ALP)', 'id': 19194}, {'name': 'Global Produce', 'id': 30133}, {'name': 'A24', 'id': 41077}]",2013-08-02,6854611.0,95.0,Released,From the Writers of (500) Days of Summer,6.8,1074.0,73.5,87.0,80.25,2.7411884,0.635194720654735
165,A Good Day to Die Hard,R,14,40,53.0,28,69.36967394,2013,1,0,0,0,0,0,0,0,0,A Good Day to Die Hard,94.76,12.471865,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Mid Atlantic Films', 'id': 2735}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Temple Hill Entertainment', 'id': 12292}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Giant Pictures', 'id': 34396}, {'name': 'Origo Film Group', 'id': 34397}]",2013-02-06,304654182.0,98.0,Released,Yippee Ki-Yay Mother Russia,5.2,3519.0,46.5,21.0,33.75,0.7320565,-0.3660147816459523
166,The Host,PG13,9,49,59.0,35,27.42241203,2013,1,0,0,1,0,0,1,0,0,The Host,11.33,9.386916,"[{'name': 'Cineclick Asia', 'id': 685}, {'name': 'Happinet Pictures', 'id': 822}, {'name': 'Cheongeoram', 'id': 945}, {'name': 'CJ Capital Investment', 'id': 946}]",2006-07-27,88489643.0,119.0,Released,Monsters are real.,6.7,546.0,54.0,22.0,38.0,2.4203364545454544,0.5868343022632352
167,Pacific Rim,PG13,71,77,70.0,64,104.85699318,2013,1,0,0,1,0,0,0,1,0,Pacific Rim,185.4,33.949359,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Disney Double Dare You (DDY)', 'id': 19750}, {'name': 'Indochina Productions', 'id': 19751}]",2013-07-11,407602906.0,131.0,Released,"To Fight Monsters, We Created Monsters",6.7,4903.0,73.5,67.5,70.5,0.5655717,-0.7681224148945218
168,The Call,R,45,65,67.0,51,53.428549340000004,2013,0,0,0,0,0,0,0,0,1,The Call,13.39,8.611077,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'WWE Studios', 'id': 10339}, {'name': 'Troika Pictures', 'id': 15462}, {'name': 'Emergency Films', 'id': 15463}, {'name': 'Apotheosis Media Group', 'id': 15464}, {'name': 'Amasia Entertainment', 'id': 15465}]",2013-03-14,68572378.0,94.0,Released,There are 188 million 911 calls a year. This one made it personal.,6.6,1275.0,66.0,48.0,57.0,3.9901829230769232,0.7493849231280664
169,Lucy,R,67,47,64.0,61,127.83969959999999,2014,1,0,0,0,0,0,0,0,0,Lucy,40.4,36.447603,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Ciné+', 'id': 23616}]",2014-07-14,126546825.0,89.0,Released,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,6.3,6048.0,55.5,64.0,59.75,3.1643489999999996,0.683979232379235
170,Beyond the Lights,PG13,83,75,69.0,73,14.76491427,2014,0,0,0,0,0,1,0,0,0,Beyond the Lights,7.07,6.293515,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Homegrown Pictures', 'id': 8840}, {'name': 'Black Entertainment Television (BET)', 'id': 42321}, {'name': 'Relativity Sports', 'id': 86115}, {'name': 'Undisputed Cinema', 'id': 86116}]",2014-09-10,14618727.0,116.0,Released,"Open your heart, find your voice.",7.0,139.0,72.0,78.0,75.0,2.0883895714285714,0.5211621367578723
171,And So It Goes,PG13,18,40,58.0,38,15.31240901,2014,0,0,0,0,1,1,1,0,0,And So It Goes,18.18,7.69684,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Envision Entertainment', 'id': 31832}, {'name': 'ASIG Productions', 'id': 32245}]",2014-07-20,25312387.0,94.0,Released,,5.7,166.0,49.0,28.0,38.5,0.8422667222222222,-0.18727236113711934
172,The Hobbit: The Battle of the Five Armies,R,60,75,74.0,59,257.67098588,2014,1,0,0,1,0,0,0,0,0,The Hobbit: The Battle of the Five Armies,252.5,31.718977,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Warner Bros. Pictures', 'id': 174}, {'name': '3Foot7', 'id': 7413}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",2014-12-10,956019788.0,144.0,Released,Witness the defining chapter of the Middle-Earth saga,7.1,4884.0,74.5,59.5,67.0,1.020479152,0.020068172838086512
173,Birdman,R,92,77,78.0,88,42.76400398,2014,0,0,0,0,1,1,0,0,0,Birdman,18.18,18.193263,"[{'name': 'Worldview Entertainment', 'id': 9015}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Le Grisbi Productions', 'id': 47169}, {'name': 'M Productions', 'id': 52660}]",2014-08-27,103215094.0,119.0,Released,or (The Unexpected Virtue of Ignorance),7.4,4657.0,77.5,90.0,83.75,2.3522554444444443,0.5748761035448767
174,Paddington,PG,98,80,72.0,77,76.98581378,2014,0,0,1,0,1,0,0,0,0,Paddington,55.55,15.686837,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'StudioCanal', 'id': 694}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'Heyday Films', 'id': 7364}, {'name': 'Ciné+', 'id': 10611}, {'name': 'Anton Capital Entertainment (ACE)', 'id': 20664}, {'name': 'TF1', 'id': 22123}, {'name': 'Amazon Prime Instant Video', 'id': 58773}]",2014-11-27,259207227.0,95.0,Released,The Adventure Begins,7.0,899.0,76.0,87.5,81.75,1.3858832363636364,0.2784384905153626
